Soil,State,District,Season,water,crop
sandy loam soil,Manipur,SENAPATI,Whole Year,medium,Other Fresh Fruits
sandy loam soil,Manipur,TAMENGLONG,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Manipur,TAMENGLONG,Kharif,low,Sesamum
sandy loam soil,Manipur,TAMENGLONG,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Manipur,TAMENGLONG,Whole Year,high,Bhindi
sandy loam soil,Manipur,TAMENGLONG,Whole Year,high,Tomato
sandy loam soil,Manipur,TAMENGLONG,Whole Year,high,Bottle Gourd
sandy loam soil,Manipur,TAMENGLONG,Whole Year,low,Papaya
sandy loam soil,Manipur,TAMENGLONG,Whole Year,medium,Citrus Fruit
sandy loam soil,Manipur,TAMENGLONG,Whole Year,medium,Other Fresh Fruits
sandy loam soil,Manipur,TAMENGLONG,Winter,low,Sesamum
sandy loam soil,Manipur,THOUBAL,Autumn,low,Peas & beans (Pulses)
sandy loam soil,Manipur,THOUBAL,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Manipur,THOUBAL,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Manipur,THOUBAL,Summer,low,Peas & beans (Pulses)
sandy loam soil,Manipur,THOUBAL,Summer,medium,Onion
sandy loam soil,Manipur,THOUBAL,Whole Year,high,Bhindi
sandy loam soil,Manipur,THOUBAL,Whole Year,high,Bottle Gourd
sandy loam soil,Manipur,THOUBAL,Whole Year,high,Tomato
sandy loam soil,Manipur,THOUBAL,Whole Year,low,Papaya
sandy loam soil,Manipur,THOUBAL,Whole Year,medium,Onion
sandy loam soil,Manipur,THOUBAL,Whole Year,medium,Citrus Fruit
sandy loam soil,Manipur,THOUBAL,Whole Year,medium,Other Fresh Fruits
sandy loam soil,Manipur,THOUBAL,Winter,low,Peas & beans (Pulses)
sandy loam soil,Manipur,UKHRUL,Autumn,low,Peas & beans (Pulses)
sandy loam soil,Manipur,UKHRUL,Autumn,low,Sesamum
sandy loam soil,Manipur,UKHRUL,Kharif,low,Sesamum
sandy loam soil,Manipur,UKHRUL,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Manipur,UKHRUL,Whole Year,high,Bhindi
sandy loam soil,Manipur,UKHRUL,Whole Year,high,Tomato
sandy loam soil,Manipur,UKHRUL,Whole Year,high,Bottle Gourd
sandy loam soil,Manipur,UKHRUL,Whole Year,low,Papaya
sandy loam soil,Manipur,UKHRUL,Whole Year,medium,Citrus Fruit
sandy loam soil,Manipur,UKHRUL,Whole Year,medium,Onion
sandy loam soil,Manipur,UKHRUL,Whole Year,medium,Other Fresh Fruits
sandy loam soil,Manipur,UKHRUL,Winter,low,Sesamum
sandy loam soil,Meghalaya,EAST GARO HILLS,Kharif,low,Sesamum
sandy loam soil,Meghalaya,EAST GARO HILLS,Kharif,medium,Castor seed
sandy loam soil,Meghalaya,EAST GARO HILLS,Rabi,low,Sesamum
sandy loam soil,Meghalaya,EAST GARO HILLS,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,EAST GARO HILLS,Rabi,medium,Castor seed
sandy loam soil,Meghalaya,EAST GARO HILLS,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,EAST GARO HILLS,Whole Year,high,Cashewnut
sandy loam soil,Meghalaya,EAST GARO HILLS,Whole Year,low,Papaya
sandy loam soil,Meghalaya,EAST GARO HILLS,Whole Year,medium,Citrus Fruit
sandy loam soil,Meghalaya,EAST JAINTIA HILLS,Kharif,low,Sesamum
sandy loam soil,Meghalaya,EAST JAINTIA HILLS,Rabi,low,Sesamum
sandy loam soil,Meghalaya,EAST JAINTIA HILLS,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,EAST JAINTIA HILLS,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,EAST JAINTIA HILLS,Whole Year,low,Papaya
sandy loam soil,Meghalaya,EAST JAINTIA HILLS,Whole Year,medium,Citrus Fruit
sandy loam soil,Meghalaya,EAST KHASI HILLS,Kharif,low,Sesamum
sandy loam soil,Meghalaya,EAST KHASI HILLS,Rabi,low,Sesamum
sandy loam soil,Meghalaya,EAST KHASI HILLS,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,EAST KHASI HILLS,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,EAST KHASI HILLS,Whole Year,low,Papaya
sandy loam soil,Meghalaya,EAST KHASI HILLS,Whole Year,medium,Citrus Fruit
sandy loam soil,Meghalaya,NORTH GARO HILLS,Kharif,low,Sesamum
sandy loam soil,Meghalaya,NORTH GARO HILLS,Kharif,medium,Castor seed
sandy loam soil,Meghalaya,NORTH GARO HILLS,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,NORTH GARO HILLS,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,NORTH GARO HILLS,Whole Year,high,Cashewnut
sandy loam soil,Meghalaya,RI BHOI,Kharif,low,Sesamum
sandy loam soil,Meghalaya,RI BHOI,Kharif,medium,Castor seed
sandy loam soil,Meghalaya,RI BHOI,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,RI BHOI,Rabi,medium,Castor seed
sandy loam soil,Meghalaya,RI BHOI,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,RI BHOI,Whole Year,low,Papaya
sandy loam soil,Meghalaya,RI BHOI,Whole Year,medium,Citrus Fruit
sandy loam soil,Meghalaya,SOUTH GARO HILLS,Kharif,low,Sesamum
sandy loam soil,Meghalaya,SOUTH GARO HILLS,Rabi,low,Sesamum
sandy loam soil,Meghalaya,SOUTH GARO HILLS,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,SOUTH GARO HILLS,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,SOUTH GARO HILLS,Whole Year,high,Cashewnut
sandy loam soil,Meghalaya,SOUTH GARO HILLS,Whole Year,low,Papaya
sandy loam soil,Meghalaya,SOUTH GARO HILLS,Whole Year,medium,Citrus Fruit
sandy loam soil,Meghalaya,SOUTH WEST GARO HILLS,Kharif,low,Sesamum
sandy loam soil,Meghalaya,SOUTH WEST GARO HILLS,Kharif,medium,Castor seed
sandy loam soil,Meghalaya,SOUTH WEST GARO HILLS,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,SOUTH WEST GARO HILLS,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,SOUTH WEST GARO HILLS,Whole Year,high,Cashewnut
sandy loam soil,Meghalaya,SOUTH WEST KHASI HILLS,Kharif,low,Sesamum
sandy loam soil,Meghalaya,SOUTH WEST KHASI HILLS,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,SOUTH WEST KHASI HILLS,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,WEST GARO HILLS,Kharif,low,Sesamum
sandy loam soil,Meghalaya,WEST GARO HILLS,Kharif,medium,Castor seed
sandy loam soil,Meghalaya,WEST GARO HILLS,Rabi,low,Sesamum
sandy loam soil,Meghalaya,WEST GARO HILLS,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,WEST GARO HILLS,Rabi,medium,Castor seed
sandy loam soil,Meghalaya,WEST GARO HILLS,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,WEST GARO HILLS,Whole Year,high,Cashewnut
sandy loam soil,Meghalaya,WEST GARO HILLS,Whole Year,low,Papaya
sandy loam soil,Meghalaya,WEST GARO HILLS,Whole Year,medium,Citrus Fruit
sandy loam soil,Meghalaya,WEST JAINTIA HILLS,Kharif,low,Sesamum
sandy loam soil,Meghalaya,WEST JAINTIA HILLS,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,WEST JAINTIA HILLS,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,WEST KHASI HILLS,Kharif,low,Sesamum
sandy loam soil,Meghalaya,WEST KHASI HILLS,Rabi,low,Sesamum
sandy loam soil,Meghalaya,WEST KHASI HILLS,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Meghalaya,WEST KHASI HILLS,Rabi,medium,Cowpea(Lobia)
sandy loam soil,Meghalaya,WEST KHASI HILLS,Whole Year,low,Papaya
sandy loam soil,Meghalaya,WEST KHASI HILLS,Whole Year,medium,Citrus Fruit
sandy loam soil,Nagaland,DIMAPUR,Kharif,high,Groundnut
sandy loam soil,Nagaland,DIMAPUR,Kharif,high,Barley
sandy loam soil,Nagaland,DIMAPUR,Kharif,low,Sesamum
sandy loam soil,Nagaland,DIMAPUR,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,DIMAPUR,Kharif,medium,Castor seed
sandy loam soil,Nagaland,DIMAPUR,Kharif,medium,Cowpea(Lobia)
sandy loam soil,Nagaland,DIMAPUR,Rabi,high,Barley
sandy loam soil,Nagaland,DIMAPUR,Rabi,high,Groundnut
sandy loam soil,Nagaland,DIMAPUR,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,DIMAPUR,Rabi,low,Sesamum
sandy loam soil,Nagaland,KIPHIRE,Kharif,high,Groundnut
sandy loam soil,Nagaland,KIPHIRE,Kharif,high,Barley
sandy loam soil,Nagaland,KIPHIRE,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,KIPHIRE,Kharif,low,Sesamum
sandy loam soil,Nagaland,KIPHIRE,Kharif,medium,Castor seed
sandy loam soil,Nagaland,KIPHIRE,Rabi,high,Barley
sandy loam soil,Nagaland,KIPHIRE,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,KOHIMA,Kharif,high,Groundnut
sandy loam soil,Nagaland,KOHIMA,Kharif,high,Barley
sandy loam soil,Nagaland,KOHIMA,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,KOHIMA,Kharif,low,Sesamum
sandy loam soil,Nagaland,KOHIMA,Kharif,medium,Castor seed
sandy loam soil,Nagaland,KOHIMA,Rabi,high,Barley
sandy loam soil,Nagaland,KOHIMA,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,LONGLENG,Kharif,high,Groundnut
sandy loam soil,Nagaland,LONGLENG,Kharif,high,Barley
sandy loam soil,Nagaland,LONGLENG,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,LONGLENG,Kharif,low,Sesamum
sandy loam soil,Nagaland,LONGLENG,Kharif,medium,Castor seed
sandy loam soil,Nagaland,LONGLENG,Rabi,high,Barley
sandy loam soil,Nagaland,LONGLENG,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,MOKOKCHUNG,Kharif,high,Groundnut
sandy loam soil,Nagaland,MOKOKCHUNG,Kharif,high,Barley
sandy loam soil,Nagaland,MOKOKCHUNG,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,MOKOKCHUNG,Kharif,low,Sesamum
sandy loam soil,Nagaland,MOKOKCHUNG,Kharif,medium,Castor seed
sandy loam soil,Nagaland,MOKOKCHUNG,Rabi,high,Barley
sandy loam soil,Nagaland,MOKOKCHUNG,Rabi,high,Groundnut
sandy loam soil,Nagaland,MOKOKCHUNG,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,MOKOKCHUNG,Rabi,low,Sesamum
sandy loam soil,Nagaland,MON,Kharif,high,Groundnut
sandy loam soil,Nagaland,MON,Kharif,high,Barley
sandy loam soil,Nagaland,MON,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,MON,Kharif,low,Sesamum
sandy loam soil,Nagaland,MON,Kharif,medium,Castor seed
sandy loam soil,Nagaland,MON,Kharif,medium,Cowpea(Lobia)
sandy loam soil,Nagaland,MON,Rabi,high,Barley
sandy loam soil,Nagaland,MON,Rabi,high,Groundnut
sandy loam soil,Nagaland,MON,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,MON,Rabi,low,Sesamum
sandy loam soil,Nagaland,PEREN,Kharif,high,Groundnut
sandy loam soil,Nagaland,PEREN,Kharif,high,Barley
sandy loam soil,Nagaland,PEREN,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,PEREN,Kharif,low,Sesamum
sandy loam soil,Nagaland,PEREN,Kharif,medium,Castor seed
sandy loam soil,Nagaland,PEREN,Rabi,high,Barley
sandy loam soil,Nagaland,PEREN,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,PHEK,Kharif,high,Groundnut
sandy loam soil,Nagaland,PHEK,Kharif,high,Barley
sandy loam soil,Nagaland,PHEK,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,PHEK,Kharif,low,Sesamum
sandy loam soil,Nagaland,PHEK,Kharif,medium,Castor seed
sandy loam soil,Nagaland,PHEK,Kharif,medium,Cowpea(Lobia)
sandy loam soil,Nagaland,PHEK,Rabi,high,Barley
sandy loam soil,Nagaland,PHEK,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,TUENSANG,Kharif,high,Groundnut
sandy loam soil,Nagaland,TUENSANG,Kharif,high,Barley
sandy loam soil,Nagaland,TUENSANG,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,TUENSANG,Kharif,low,Sesamum
sandy loam soil,Nagaland,TUENSANG,Kharif,medium,Castor seed
sandy loam soil,Nagaland,TUENSANG,Rabi,high,Barley
sandy loam soil,Nagaland,TUENSANG,Rabi,high,Groundnut
sandy loam soil,Nagaland,TUENSANG,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,TUENSANG,Rabi,low,Sesamum
sandy loam soil,Nagaland,WOKHA,Kharif,high,Groundnut
sandy loam soil,Nagaland,WOKHA,Kharif,high,Barley
sandy loam soil,Nagaland,WOKHA,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,WOKHA,Kharif,low,Sesamum
sandy loam soil,Nagaland,WOKHA,Kharif,medium,Castor seed
sandy loam soil,Nagaland,WOKHA,Rabi,high,Barley
sandy loam soil,Nagaland,WOKHA,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,WOKHA,Rabi,low,Sesamum
sandy loam soil,Nagaland,ZUNHEBOTO,Kharif,high,Groundnut
sandy loam soil,Nagaland,ZUNHEBOTO,Kharif,high,Barley
sandy loam soil,Nagaland,ZUNHEBOTO,Kharif,low,Peas & beans (Pulses)
sandy loam soil,Nagaland,ZUNHEBOTO,Kharif,low,Sesamum
sandy loam soil,Nagaland,ZUNHEBOTO,Kharif,medium,Castor seed
sandy loam soil,Nagaland,ZUNHEBOTO,Rabi,high,Barley
sandy loam soil,Nagaland,ZUNHEBOTO,Rabi,low,Peas & beans (Pulses)
sandy loam soil,Odisha,ANUGUL,Autumn,high,Groundnut
sandy loam soil,Odisha,ANUGUL,Autumn,low,Sesamum
sandy loam soil,Odisha,ANUGUL,Kharif,high,Groundnut
sandy loam soil,Odisha,ANUGUL,Kharif,low,Sesamum
sandy loam soil,Odisha,ANUGUL,Kharif,medium,Castor seed
sandy loam soil,Odisha,ANUGUL,Rabi,high,Groundnut
sandy loam soil,Odisha,ANUGUL,Rabi,low,Sesamum
sandy loam soil,Odisha,ANUGUL,Rabi,medium,Castor seed
sandy loam soil,Odisha,ANUGUL,Summer,high,Groundnut
sandy loam soil,Odisha,ANUGUL,Summer,low,Sesamum
sandy loam soil,Odisha,ANUGUL,Whole Year,low,Sannhamp
sandy loam soil,Odisha,ANUGUL,Whole Year,medium,Onion
sandy loam soil,Odisha,ANUGUL,Winter,high,Groundnut
sandy loam soil,Odisha,ANUGUL,Winter,low,Sesamum
sandy loam soil,Odisha,BALANGIR,Autumn,high,Groundnut
sandy loam soil,Odisha,BALANGIR,Autumn,low,Sesamum
sandy loam soil,Odisha,BALANGIR,Kharif,high,Groundnut
sandy loam soil,Odisha,BALANGIR,Kharif,low,Sesamum
sandy loam soil,Odisha,BALANGIR,Kharif,medium,Castor seed
sandy loam soil,Odisha,BALANGIR,Rabi,high,Groundnut
sandy loam soil,Odisha,BALANGIR,Rabi,low,Sesamum
sandy loam soil,Odisha,BALANGIR,Rabi,medium,Castor seed
sandy loam soil,Odisha,BALANGIR,Summer,high,Groundnut
sandy loam soil,Odisha,BALANGIR,Summer,low,Sesamum
sandy loam soil,Odisha,BALANGIR,Whole Year,low,Sannhamp
sandy loam soil,Odisha,BALANGIR,Whole Year,medium,Onion
sandy loam soil,Odisha,BALANGIR,Winter,high,Groundnut
sandy loam soil,Odisha,BALANGIR,Winter,low,Sesamum
sandy loam soil,Odisha,BALESHWAR,Autumn,high,Groundnut
sandy loam soil,Odisha,BALESHWAR,Autumn,low,Sesamum
sandy loam soil,Odisha,BALESHWAR,Kharif,high,Groundnut
sandy loam soil,Odisha,BALESHWAR,Kharif,low,Sesamum
sandy loam soil,Odisha,BALESHWAR,Kharif,medium,Castor seed
sandy loam soil,Odisha,BALESHWAR,Rabi,high,Groundnut
sandy loam soil,Odisha,BALESHWAR,Rabi,low,Sesamum
sandy loam soil,Odisha,BALESHWAR,Rabi,medium,Castor seed
sandy loam soil,Odisha,BALESHWAR,Summer,high,Groundnut
sandy loam soil,Odisha,BALESHWAR,Summer,low,Sesamum
sandy loam soil,Odisha,BALESHWAR,Whole Year,low,Sannhamp
sandy loam soil,Odisha,BALESHWAR,Whole Year,medium,Onion
sandy loam soil,Odisha,BARGARH,Autumn,high,Groundnut
sandy loam soil,Odisha,BARGARH,Autumn,low,Sesamum
sandy loam soil,Odisha,BARGARH,Kharif,high,Groundnut
sandy loam soil,Odisha,BARGARH,Kharif,low,Sesamum
sandy loam soil,Odisha,BARGARH,Kharif,medium,Castor seed
sandy loam soil,Odisha,BARGARH,Rabi,high,Groundnut
sandy loam soil,Odisha,BARGARH,Rabi,low,Sesamum
sandy loam soil,Odisha,BARGARH,Rabi,medium,Castor seed
sandy loam soil,Odisha,BARGARH,Summer,high,Groundnut
sandy loam soil,Odisha,BARGARH,Summer,low,Sesamum
sandy loam soil,Odisha,BARGARH,Whole Year,low,Sannhamp
sandy loam soil,Odisha,BARGARH,Whole Year,medium,Onion
sandy loam soil,Odisha,BARGARH,Winter,high,Groundnut
sandy loam soil,Odisha,BARGARH,Winter,low,Sesamum
sandy loam soil,Odisha,BHADRAK,Kharif,high,Groundnut
sandy loam soil,Odisha,BHADRAK,Kharif,low,Sesamum
sandy loam soil,Odisha,BHADRAK,Kharif,medium,Castor seed
sandy loam soil,Odisha,BHADRAK,Rabi,low,Sesamum
sandy loam soil,Odisha,BHADRAK,Rabi,medium,Castor seed
sandy loam soil,Odisha,BHADRAK,Summer,high,Groundnut
sandy loam soil,Odisha,BHADRAK,Summer,low,Sesamum
sandy loam soil,Odisha,BHADRAK,Whole Year,low,Sannhamp
sandy loam soil,Odisha,BHADRAK,Whole Year,medium,Onion
sandy loam soil,Odisha,BHADRAK,Winter,high,Groundnut
sandy loam soil,Odisha,BHADRAK,Winter,low,Sesamum
sandy loam soil,Odisha,BOUDH,Autumn,high,Groundnut
sandy loam soil,Odisha,BOUDH,Autumn,low,Sesamum
sandy loam soil,Odisha,BOUDH,Kharif,high,Groundnut
sandy loam soil,Odisha,BOUDH,Kharif,low,Sesamum
sandy loam soil,Odisha,BOUDH,Kharif,medium,Castor seed
sandy loam soil,Odisha,BOUDH,Rabi,high,Groundnut
sandy loam soil,Odisha,BOUDH,Rabi,low,Sesamum
sandy loam soil,Odisha,BOUDH,Rabi,medium,Castor seed
sandy loam soil,Odisha,BOUDH,Summer,high,Groundnut
sandy loam soil,Odisha,BOUDH,Summer,low,Sesamum
sandy loam soil,Odisha,BOUDH,Whole Year,medium,Onion
sandy loam soil,Odisha,BOUDH,Winter,high,Groundnut
sandy loam soil,Odisha,BOUDH,Winter,low,Sesamum
sandy loam soil,Odisha,CUTTACK,Autumn,high,Groundnut
sandy loam soil,Odisha,CUTTACK,Autumn,low,Sesamum
sandy loam soil,Odisha,CUTTACK,Kharif,high,Groundnut
sandy loam soil,Odisha,CUTTACK,Kharif,low,Sesamum
sandy loam soil,Odisha,CUTTACK,Kharif,medium,Castor seed
sandy loam soil,Odisha,CUTTACK,Rabi,high,Groundnut
sandy loam soil,Odisha,CUTTACK,Rabi,low,Sesamum
sandy loam soil,Odisha,CUTTACK,Rabi,medium,Castor seed
sandy loam soil,Odisha,CUTTACK,Summer,high,Groundnut
sandy loam soil,Odisha,CUTTACK,Summer,low,Sesamum
sandy loam soil,Odisha,CUTTACK,Whole Year,medium,Onion
sandy loam soil,Odisha,CUTTACK,Winter,high,Groundnut
sandy loam soil,Odisha,CUTTACK,Winter,low,Sesamum
sandy loam soil,Odisha,DEOGARH,Autumn,high,Groundnut
sandy loam soil,Odisha,DEOGARH,Autumn,low,Sesamum
sandy loam soil,Odisha,DEOGARH,Kharif,high,Groundnut
sandy loam soil,Odisha,DEOGARH,Kharif,low,Sesamum
sandy loam soil,Odisha,DEOGARH,Kharif,medium,Castor seed
sandy loam soil,Odisha,DEOGARH,Rabi,high,Groundnut
sandy loam soil,Odisha,DEOGARH,Rabi,low,Sesamum
sandy loam soil,Odisha,DEOGARH,Rabi,medium,Castor seed
sandy loam soil,Odisha,DEOGARH,Summer,high,Groundnut
sandy loam soil,Odisha,DEOGARH,Summer,low,Sesamum
sandy loam soil,Odisha,DEOGARH,Whole Year,low,Sannhamp
sandy loam soil,Odisha,DEOGARH,Whole Year,medium,Onion
sandy loam soil,Odisha,DEOGARH,Winter,high,Groundnut
sandy loam soil,Odisha,DEOGARH,Winter,low,Sesamum
sandy loam soil,Odisha,DHENKANAL,Autumn,high,Groundnut
sandy loam soil,Odisha,DHENKANAL,Autumn,low,Sesamum
sandy loam soil,Odisha,DHENKANAL,Kharif,high,Groundnut
sandy loam soil,Odisha,DHENKANAL,Kharif,low,Sesamum
sandy loam soil,Odisha,DHENKANAL,Kharif,medium,Castor seed
sandy loam soil,Odisha,DHENKANAL,Rabi,high,Groundnut
sandy loam soil,Odisha,DHENKANAL,Rabi,low,Sesamum
sandy loam soil,Odisha,DHENKANAL,Rabi,medium,Castor seed
sandy loam soil,Odisha,DHENKANAL,Summer,high,Groundnut
sandy loam soil,Odisha,DHENKANAL,Summer,low,Sesamum
sandy loam soil,Odisha,DHENKANAL,Whole Year,low,Sannhamp
sandy loam soil,Odisha,DHENKANAL,Whole Year,medium,Onion
sandy loam soil,Odisha,DHENKANAL,Winter,high,Groundnut
sandy loam soil,Odisha,DHENKANAL,Winter,low,Sesamum
sandy loam soil,Odisha,GAJAPATI,Autumn,high,Groundnut
sandy loam soil,Odisha,GAJAPATI,Autumn,low,Sesamum
sandy loam soil,Odisha,GAJAPATI,Kharif,high,Groundnut
sandy loam soil,Odisha,GAJAPATI,Kharif,low,Sesamum
sandy loam soil,Odisha,GAJAPATI,Kharif,medium,Castor seed
sandy loam soil,Odisha,GAJAPATI,Rabi,high,Groundnut
sandy loam soil,Odisha,GAJAPATI,Rabi,low,Sesamum
sandy loam soil,Odisha,GAJAPATI,Rabi,medium,Castor seed
sandy loam soil,Odisha,GAJAPATI,Summer,high,Groundnut
sandy loam soil,Odisha,GAJAPATI,Summer,low,Sesamum
sandy loam soil,Odisha,GAJAPATI,Whole Year,low,Sannhamp
sandy loam soil,Odisha,GAJAPATI,Whole Year,medium,Onion
sandy loam soil,Odisha,GAJAPATI,Winter,high,Groundnut
sandy loam soil,Odisha,GAJAPATI,Winter,low,Sesamum
sandy loam soil,Odisha,GANJAM,Autumn,high,Groundnut
sandy loam soil,Odisha,GANJAM,Autumn,low,Sesamum
sandy loam soil,Odisha,GANJAM,Kharif,high,Groundnut
sandy loam soil,Odisha,GANJAM,Kharif,low,Sesamum
sandy loam soil,Odisha,GANJAM,Kharif,medium,Castor seed
sandy loam soil,Odisha,GANJAM,Rabi,high,Groundnut
sandy loam soil,Odisha,GANJAM,Rabi,low,Sesamum
sandy loam soil,Odisha,GANJAM,Rabi,medium,Castor seed
sandy loam soil,Odisha,GANJAM,Summer,high,Groundnut
sandy loam soil,Odisha,GANJAM,Summer,low,Sesamum
sandy loam soil,Odisha,GANJAM,Whole Year,low,Sannhamp
sandy loam soil,Odisha,GANJAM,Whole Year,medium,Onion
sandy loam soil,Odisha,GANJAM,Winter,high,Groundnut
sandy loam soil,Odisha,GANJAM,Winter,low,Sesamum
sandy loam soil,Odisha,JAGATSINGHAPUR,Autumn,low,Sesamum
sandy loam soil,Odisha,JAGATSINGHAPUR,Kharif,high,Groundnut
sandy loam soil,Odisha,JAGATSINGHAPUR,Kharif,low,Sesamum
sandy loam soil,Odisha,JAGATSINGHAPUR,Kharif,medium,Castor seed
sandy loam soil,Odisha,JAGATSINGHAPUR,Rabi,high,Groundnut
sandy loam soil,Odisha,JAGATSINGHAPUR,Rabi,low,Sesamum
sandy loam soil,Odisha,JAGATSINGHAPUR,Rabi,medium,Castor seed
sandy loam soil,Odisha,JAGATSINGHAPUR,Summer,high,Groundnut
sandy loam soil,Odisha,JAGATSINGHAPUR,Summer,low,Sesamum
sandy loam soil,Odisha,JAGATSINGHAPUR,Whole Year,medium,Onion
sandy loam soil,Odisha,JAGATSINGHAPUR,Winter,high,Groundnut
sandy loam soil,Odisha,JAJAPUR,Autumn,high,Groundnut
sandy loam soil,Odisha,JAJAPUR,Autumn,low,Sesamum
sandy loam soil,Odisha,JAJAPUR,Kharif,high,Groundnut
sandy loam soil,Odisha,JAJAPUR,Kharif,low,Sesamum
sandy loam soil,Odisha,JAJAPUR,Kharif,medium,Castor seed
sandy loam soil,Odisha,JAJAPUR,Rabi,high,Groundnut
sandy loam soil,Odisha,JAJAPUR,Rabi,low,Sesamum
sandy loam soil,Odisha,JAJAPUR,Rabi,medium,Castor seed
sandy loam soil,Odisha,JAJAPUR,Summer,high,Groundnut
sandy loam soil,Odisha,JAJAPUR,Summer,low,Sesamum
sandy loam soil,Odisha,JAJAPUR,Whole Year,medium,Onion
sandy loam soil,Odisha,JAJAPUR,Winter,high,Groundnut
sandy loam soil,Odisha,JAJAPUR,Winter,low,Sesamum
sandy loam soil,Odisha,JHARSUGUDA,Autumn,high,Groundnut
sandy loam soil,Odisha,JHARSUGUDA,Autumn,low,Sesamum
sandy loam soil,Odisha,JHARSUGUDA,Kharif,high,Groundnut
sandy loam soil,Odisha,JHARSUGUDA,Kharif,low,Sesamum
sandy loam soil,Odisha,JHARSUGUDA,Kharif,medium,Castor seed
sandy loam soil,Odisha,JHARSUGUDA,Rabi,high,Groundnut
sandy loam soil,Odisha,JHARSUGUDA,Rabi,low,Sesamum
sandy loam soil,Odisha,JHARSUGUDA,Rabi,medium,Castor seed
sandy loam soil,Odisha,JHARSUGUDA,Summer,high,Groundnut
sandy loam soil,Odisha,JHARSUGUDA,Summer,low,Sesamum
sandy loam soil,Odisha,JHARSUGUDA,Whole Year,medium,Onion
sandy loam soil,Odisha,JHARSUGUDA,Winter,high,Groundnut
sandy loam soil,Odisha,JHARSUGUDA,Winter,low,Sesamum
sandy loam soil,Odisha,KALAHANDI,Autumn,high,Groundnut
sandy loam soil,Odisha,KALAHANDI,Autumn,low,Sesamum
sandy loam soil,Odisha,KALAHANDI,Kharif,high,Groundnut
sandy loam soil,Odisha,KALAHANDI,Kharif,low,Sesamum
sandy loam soil,Odisha,KALAHANDI,Kharif,medium,Castor seed
sandy loam soil,Odisha,KALAHANDI,Rabi,high,Groundnut
sandy loam soil,Odisha,KALAHANDI,Rabi,low,Sesamum
sandy loam soil,Odisha,KALAHANDI,Rabi,medium,Castor seed
sandy loam soil,Odisha,KALAHANDI,Summer,high,Groundnut
sandy loam soil,Odisha,KALAHANDI,Summer,low,Sesamum
sandy loam soil,Odisha,KALAHANDI,Whole Year,low,Sannhamp
sandy loam soil,Odisha,KALAHANDI,Whole Year,medium,Onion
sandy loam soil,Odisha,KALAHANDI,Winter,high,Groundnut
